Show_id,Title,Description,Director,Type,Cast,Country,Release Date,Rating,Duration,Category,Date Added
s5377,Tiempos de guerra,"In 1921, nurse trainees from Madrid's upper class open a hospital in Melilla for Rif War soldiers, finding friendship and romance while saving lives.",,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","Amaia Salamanca, Álex García, Alicia Borrachero, José Sacristán, Verónica Sánchez, Álex Gadea, Anna Moliner, Cristóbal Suárez, Silvia Alonso, Daniel Lundh, Nuria Herrero",Spain,2017,TV-MA,1 Season,TV Show,
s5378,Tiffany Haddish Presents: They Ready,"Hand-picked by Tiffany Haddish, six diverse comedians showcase their raw humor in a series of specials oozing with energy.",,"Stand-Up Comedy & Talk Shows, TV Comedies","Tracey Ashley, Flame Monroe, Aida Rodriguez, Marlo Williams, April Macie, Chaunté Wayans, Tiffany Haddish",United States,2021,TV-MA,2 Seasons,TV Show,"February 2, 2021"
s5379,Tiffany Haddish: Black Mitzvah,"On her 40th birthday, Tiffany Haddish drops a bombastic special studded with singing, dancing and raunchy reflections on her long road to womanhood.",Linda Mendoza,Stand-Up Comedy,Tiffany Haddish,United States,2019,TV-MA,56 min,Movie,"December 3, 2019"
s5380,Tiffany Haddish: She Ready! From the Hood To Hollywood!,Comedic breakout Tiffany Haddish delivers a riotous stand-up ripe with the unpretentious and filthy tales of her meteoric rise to stardom.,Chris Robinson,Stand-Up Comedy,Tiffany Haddish,United States,2017,TV-MA,66 min,Movie,"April 7, 2020"
s5381,Tig,Comedian Tig Notaro announced her cancer diagnosis at what became a legendary stand-up set in 2012. Follow her search for humor amid devastating news.,"Kristina Goolsby, Ashley York","Documentaries, Stand-Up Comedy",Tig Notaro,United States,2015,TV-14,92 min,Movie,"July 17, 2015"
s5382,Tig Notaro Happy To Be Here,"Comedian Tig Notaro unleashes her inner prankster in a playful stand-up special packed with funny anecdotes, parenting confessions and more.",Tig Notaro,Stand-Up Comedy,Tig Notaro,United States,2018,TV-14,58 min,Movie,"May 22, 2018"
s5383,Tiger,"Aging boxer Ramón regains his vitality when he meets fierce young boxer Deborah, their unbridled passion causing him to forsake everyone around him.",Hernán Belón,"Dramas, International Movies, Sports Movies","Leonardo Sbaraglia, Eva De Dominici, Erica Banchi, Osmar Nuñez, Claudio Rissi, Erica Farías, Pablo Paoliello, Diego Chavez","Argentina, Italy",2016,TV-MA,98 min,Movie,"March 1, 2017"
s5384,Tiger,"Imprisoned for drug smuggling as a child, a young man uses the law he studied while in jail to take revenge on those who wronged him.",Sartaj Singh Pannu,"Action & Adventure, Dramas, International Movies","Sippy Gill, Ihana Dhillon, Yograj Singh, Yashpal Sharma, Deedar GIll, Rahul Jugraj, Virender Nath Lubana, Aneeta",India,2016,TV-14,130 min,Movie,"October 1, 2018"
s5385,TIGER & BUNNY,"In an alternate New York City protected by a band of superheroes called NEXT, veteran Wild Tiger is forced to team up with rookie Barnaby Brooks Jr.",,"Anime Series, International TV Shows","Hiroaki Hirata, Masakazu Morita, Koji Yusa, Minako Kotobuki, Yuhko Kaida, Go Inoue, Kenjiro Tsuda, Mariya Ise, Taiten Kusunoki, Nobuhiko Okamoto, Keiji Fujiwara",Japan,2011,TV-14,1 Season,TV Show,
s5386,"Tiger King: Murder, Mayhem and Madness",A zoo owner spirals out of control amid a cast of eccentric characters in this true murder-for-hire story from the underworld of big cat breeding.,"Eric Goode, Rebecca Chaiklin","Crime TV Shows, Docuseries",,United States,2020,TV-MA,1 Season,TV Show,
s5387,Tigertail,A man reflects on the lost love of his youth and his long-ago journey from Taiwan to America as he begins to reconnect with his estranged daughter.,Alan Yang,Dramas,"Tzi Ma, Christine Ko, Hong-Chi Lee, Hayden Szeto, Kunjue Li, Fiona Fu, James Saito, Joan Chen",United States,2020,PG,91 min,Movie,"April 10, 2020"
s5388,Tijuana,"When a prominent politician is murdered, the intrepid journalists of Frente Tijuana risk their lives to uncover the truth.",,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","Damián Alcázar, Tamara Vallarta, Rolf Petersen, Claudette Maillé, Teté Espinoza, Iván Aragón, Martha Claudia Moreno, Edén Villavicencio, Carlos Corona, Giancarlo Ruiz, Mayra Batalla, Rodrigo Abed, Roberto Mateos, Anabel Ferreira, Roberto Sosa",Mexico,2019,TV-MA,1 Season,TV Show,
s5389,Til Death Do Us Part,"Based on the speculative short stories of MirrorFiction, this sci-fi thriller anthology plunges headlong into our deepest desires – and darkest fears.","Cho Li, Chen Hung-yi, Weica Wang, Liu Bang-yao, Lin Guan-fu, Shen Chi, YC Tom Lee","International TV Shows, TV Dramas, TV Thrillers","Wen Chen-ling, River Huang, Lin He-xuan, Phoebe Lin, Janel Tsai, Dara Hanfman, Hsia Teng-hung, Nikki Hsin-Ying Hsieh",Taiwan,2019,TV-MA,1 Season,TV Show,
s5390,Tim Allen: Men Are Pigs,"Standup comedian Tim Allen delivers a set dedicated to ""men stuff"" like lawn care, power tools and why he grunts like an animal.",Ellen Brown,Stand-Up Comedy,Tim Allen,United States,1990,TV-MA,30 min,Movie,"December 31, 2018"
s5391,Tim Allen: ReWires America,"Standup star Tim Allen storms the stage for a set chock-full of observations about powerful cars, beautiful lawns and more of the things he loves.",,Stand-Up Comedy,Tim Allen,United States,1991,TV-MA,30 min,Movie,"December 31, 2018"
s5392,Tim Minchin And The Heritage Orchestra Live,"Flanked by a full orchestra, Tim Minchin takes the Royal Albert Hall by storm with a wonderfully witty evening of satirical musical comedy.",Matt Askem,"Music & Musicals, Stand-Up Comedy","Tim Minchin, Jules Buckley",United Kingdom,2011,TV-MA,146 min,Movie,"December 31, 2018"
s5393,Tim Minchin: So F**king Rock,Comedic pianist Tim Minchin performs a host of his catchy songs that touch on everything from the Middle East to the healing power of canvas bags.,Matt Askem,"Music & Musicals, Stand-Up Comedy",Tim Minchin,United Kingdom,2008,TV-MA,127 min,Movie,"December 31, 2018"
s5394,Time Is Illmatic,"Providing a behind-the-scenes look at the making of Nas's debut album, this documentary also delves into his deep connection to his New York roots.",One9,"Documentaries, Music & Musicals","Nasir 'Nas' Jones, Busta Rhymes, Pete Rock, Pharrell Williams, Q-Tip, Swizz Beatz, Alicia Keys, DJ Premier",United States,2014,TV-MA,75 min,Movie,"April 15, 2021"
s5395,Time Out,"Raised in the privileged bubble of Delhi's elite, a teen is compelled to question his outlook on life and love when his older brother comes out as gay.",Rikhil Bahadur,"Dramas, Independent Movies, International Movies","Chirag Malhotra, Pranay Pachauri, Kaamya Sharma, Riya Kothari, Aditya Jain, Shiva Dawar, Sanya Arora, Tarana Marwah, Raunaq Chopra, Vedabrata Rao",India,2015,TV-14,98 min,Movie,"September 26, 2020"
s5396,Time Share,Husband and father Pedro becomes increasingly suspicious that a series of mishaps at a resort during a family vacation are part of a sinister plan.,Sebastián Hofmann,"Dramas, Independent Movies, International Movies","Luis Gerardo Méndez, Miguel Rodarte, R.J. Mitte, Cassandra Ciangherotti, Montserrat Marañon, Andrés Almeida, Emiliano Rodríguez","Mexico, Netherlands",2018,TV-MA,96 min,Movie,"November 30, 2018"
s5397,Time to Dance,"When a ballroom dancer’s shot at a crucial tournament is jeopardized, a street dancer must face his own painful past and step up as her new partner.",Stanley Menino D'Costa,"Dramas, International Movies, Romantic Movies","Sooraj Pancholi, Isabelle Kaif, Rajpal Yadav, Waluscha D'Souza, Natasha Powell, Martin Rycroft, Amrit Maghera, Saqib Saleem",India,2020,TV-PG,107 min,Movie,"May 7, 2021"
s5398,Time to Hunt,"Wanting to leave their dystopian world behind for a faraway paradise, three outlaws plot a money heist — and draw the attention of a vicious killer.",Yoon Sung-hyun,"International Movies, Thrillers","Lee Je-hoon, Ahn Jae-hong, Choi Woo-shik, Park Jeong-min, Park Hae-soo",South Korea,2020,TV-MA,135 min,Movie,"April 23, 2020"
s5399,Time Trap,"While searching for their missing archaeology professor, a group of students discovers a cave where time passes differently than it does on the surface.","Mark Dennis, Ben Foster","Action & Adventure, Sci-Fi & Fantasy","Andrew Wilson, Cassidy Gifford, Brianne Howey, Reiley McClendon, Olivia Draguicevich, Max Wright, Hans Marrero, Rich Skidmore, Chris Sturgeon, Gopal Bidari",United States,2017,TV-14,88 min,Movie,"April 16, 2021"
s5400,Time: The Kalief Browder Story,"This series traces the tragic case of Kalief Browder, a Bronx teen who spent three horrific years in jail, despite never being convicted of a crime.",,Docuseries,,United States,2017,TV-MA,1 Season,TV Show,
s5401,Timmy Time,"This delightful animated series centers on impish lamb Timmy as he enters nursery school, where he learns about sharing, responsibility and fairness.",,"British TV Shows, Kids' TV","Kate Harbour, Justin Fletcher, Louis Jones",United Kingdom,2010,TV-Y,1 Season,TV Show,
s5402,Tini: The New Life of Violetta,"After completing a world tour, a teen pop star spends the summer at an Italian villa to recover from heartbreak and grow into a mature artist.",Juan Pablo Buscarini,"Children & Family Movies, Music & Musicals","Martina Stoessel, Jorge Blanco, Adrián Salzedo, Mercedes Lambre, Diego Ramos, Clara Alonso, Sofia Carson, Leonardo Cecchi, Ridder van Kooten, Beatrice Arnera, Georgina Amorós","Spain, Italy, Argentina",2016,G,99 min,Movie,"February 19, 2017"
s5403,Tiny Creatures,Little animals embark on big adventures across the U.S. in a dramatic nature series that explores their hidden worlds and epic survival stories.,,"Docuseries, Science & Nature TV, TV Action & Adventure",Mike Colter,United States,2020,TV-PG,1 Season,TV Show,
s5404,Tiny House Nation,"Traveling the U.S., host John Weisbarth and expert Zack Giffin are helping families prep for the tiny lifestyle and create hypercustomized mini homes.",,Reality TV,,United States,2019,TV-PG,2 Seasons,TV Show,"January 17, 2020"
s5405,Tiny Pretty Things,"When an attack brings down the star student at an elite ballet school, her replacement enters a world of lies, betrayal — and cutthroat competition.",,"TV Dramas, TV Mysteries, TV Thrillers","Lauren Holly, Kylie Jefferson, Casimere Jollette, Brennan Clost, Barton Cowperthwaite, Bayardo De Murguia, Damon J. Gillespie, Anna Maiche, Daniela Norman, Michael Hsu Rosen, Tory Trowbridge",United States,2020,TV-MA,1 Season,TV Show,
s5406,Titipo Titipo,Titipo the train is out to prove that he's got what it takes to help the folks of Train Village ride the rails safely and reliably.,,"Kids' TV, Korean TV Shows","Jeon Hae-ri, Kim Eun-ah, Hong Bum-ki, Nam Do-hyeong, Um Sang-hyun",,2018,TV-Y,1 Season,TV Show,
s5407,Tjovitjo,"Amidst poverty and struggle, a hardened pantsula dance leader enters a dark space and searches for redemption and salvation in his community.",,"International TV Shows, TV Dramas","Warren Masemola, Nobulali Dangazele, Rapulana Seiphemo, Sibulele Gcilitshana, Jabulile Mahlambi, Ntosh Madlingozi, Hlengiwe Lushaba, Kanyi Nokwe, Harriet Manamela, Soso Rungqu, Fisiwe Kubeka, Victor Mohale",South Africa,2017,TV-MA,2 Seasons,TV Show,"April 29, 2020"
s5408,To All the Boys I’ve Loved Before,"When her secret love letters somehow get mailed to each of her five crushes, Lara Jean finds her quiet high school existence turned upside down.",Susan Johnson,"Comedies, International Movies, Romantic Movies","Lana Condor, Noah Centineo, Janel Parrish, Anna Cathcart, Andrew Bachelor, Trezzo Mahoro, Madaleine Arthur, Israel Broussard, Emilija Baranac, John Corbett",United States,2018,TV-14,100 min,Movie,"August 17, 2018"
s5409,To All The Boys: Always And Forever,Senior year of high school takes center stage as Lara Jean returns from a family trip to Korea and considers her college plans — with and without Peter.,Michael Fimognari,"Comedies, Romantic Movies","Lana Condor, Noah Centineo, Janel Parrish, Anna Cathcart, Ross Butler, Madeleine Arthur, Emilija Baranac, Trezzo Mahoro, Sarayu Blue, John Corbett, Kelcey Mawema, Sofia Black-D'Elia, Henry Thomas",United States,2021,TV-14,116 min,Movie,"February 12, 2021"
