Show_id,Title,Description,Director,Type,Cast,Country,Release Date,Rating,Duration,Category,Date Added
s536,Bangkok Love Stories: Innocence,"From a teenage parkour enthusiast to a bawdy restaurateur, an eclectic group of characters find romance in Bangkok's glittering Silom district.",,"International TV Shows, Romantic TV Shows, TV Dramas","Nida Patcharaveerapong, Nicole Theriault, Nattapol Diloknawarit, Tosatid Darnkhuntod, Narupornkamol Chaisang, Pavadee Komchokpaisan, Kawin Manonukul, Ponlawit Ketprapakorn, Rudklao Amratisha, Paramej Noiam, Tachakorn Boonlupyanun, Teera Pratumtree, Nawarat Techarathanaprasert, Naphon Phromsuwan",Thailand,2018,TV-14,1 Season,TV Show,"June 19, 2021"
s537,Bangkok Love Stories: Objects of Affection,A kind computer repairman falls for a street-smart graffiti artist whose multiple personality disorder worsens after she witnesses a double murder.,,"International TV Shows, Romantic TV Shows, TV Dramas","Apinya Sakuljaroensuk, Kanokchat Munyadon, Gyeon Seo, Nalin Hohler, Thongpoom Siripipat, Chinawut Indracusin, Preeyada Sitthachai, Akarin Akaranitimaytharatt, Adul Charoenrasameekiat, Kanlaya Lertkasemsup",Thailand,2019,TV-14,1 Season,TV Show,
s538,Bangkok Love Stories: Plead,"In Bangkok's Chinatown, a spirited digital marketing expert falls for a blind fortune-teller, but their love is predestined to end in disaster.",,"International TV Shows, Romantic TV Shows, TV Dramas","Chanon Santinatornkul, Sutatta Udomsilp, Morakot Liu, Varot Makaduangkeo, Sutthatip Wutichaipradit, Cholsawas Tiewwanichkul, Surapol Poonpiriya, Hattaya Wongkrachang",Thailand,2019,TV-14,1 Season,TV Show,
s539,Bangkok Traffic (Love) Story,"After an encounter with an engineer working the night shift for the city train, a 30-year-old woman struggles against all odds to pursue true love.",Adisorn Tresirikasem,"Comedies, International Movies, Romantic Movies","Theeradej Wongpuapan, Sirin Horwang, Ungsumalynn Sirapatsakmetha, Panissara Phimpru, Taksaorn Paksukcharern, Charlie Trairat, Kazuki Yano",Thailand,2009,TV-14,126 min,Movie,"September 5, 2018"
s540,Banyuki,"In this stage performance filmed for the big screen, an innocent man seeks revenge after breaking free of the prison he was held in for ten years.",Hidenori Inoue,"Action & Adventure, Dramas, International Movies","Takaya Kamikawa, Izumi Inamori, Taichi Saotome, Jun Hashimoto, Shoko Takada, Makoto Awane, Takaya Yamauchi, Akira Yamamoto, Tetsuya Chiba, Masato Sakai",,2009,TV-PG,182 min,Movie,"March 1, 2021"
s541,Barakah Meets Barakah,A laid-back civil servant and wealthy video blogger struggle to make it as a modern couple amid strict Saudi social conventions.,Mahmoud Sabbagh,"Comedies, International Movies, Romantic Movies","Hisham Fageeh, Fatima Al-Banawi, Sami Hifny, Khairia Nazmi, Abdulmajeed Al-Ruhaidi",Saudi Arabia,2016,TV-MA,88 min,Movie,"October 12, 2017"
s542,Barbarians,"Torn between the mighty empire that raised him and his own tribal people, a Roman officer's conflicted allegiances lead to an epic historical clash.",,"International TV Shows, TV Action & Adventure, TV Dramas","Laurence Rupp, Jeanne Goursaud, David Schütter, Ronald Zehrfeld, Nicki von Tempelhoff, Bernhard Schütz, Eva Verena Müller, Sophie Rois, Gaetano Aronica, Nikolai Kinski, Jeremy Miliker",Germany,2020,TV-MA,1 Season,TV Show,
s543,Barbie & Chelsea: The Lost Birthday,"When Barbie’s sister Chelsea thinks her birthday has been skipped, she hunts for a magic gem on a jungle island that will grant her wish to get it back.",Cassi Simonds,Children & Family Movies,"America Young, Cassidy Naber, Kirsten Day, Cassandra Morris, Lisa Fuson, Greg Chun, Benjamin Pronsky, Laila Berzins, Nakia Burrise, Jacob Craner",United States,2021,TV-Y,60 min,Movie,"April 16, 2021"
s544,Barbie Dolphin Magic,"While visiting Ken and exploring a coral reef, Barbie and her sisters make an amazing discovery and meet a mysterious new friend.",Conrad Helten,Children & Family Movies,"Erica Lindbeck, Shannon Chan-Kent, Kazumi Evans, Claire Corlett, Ciana Swales, Adrian Petriw, Maryke Hendrikse, Paul Dobson, Garry Chalk","United States, Canada",2017,TV-Y,64 min,Movie,"September 18, 2017"
s545,Barbie Dreamhouse Adventures,Get to know Barbie and her BFFs – including next-door neighbor Ken – in this animated vlog of adventures filmed inside her family's new dreamhouse.,,Kids' TV,"America Young, Kirsten Day, Cassandra Morris, Cassidy Naber, Ritesh Rajan","United States, Canada",2018,TV-Y,3 Seasons,TV Show,"February 14, 2019"
s546,Barbie Dreamhouse Adventures: Go Team Roberts,"As the Roberts family heads to Costa Rica to investigate a mermaid legend, Barbie takes on a summer job at a water park run by a devious boss.",,Kids' TV,"America Young, Kirsten Day, Cassandra Morris, Cassidy Naber, Emma Galvin, Stephanie Sheh, Desirae Whitfield, Cristina Milizia, Lisa Fuson, Greg Chun, Ritesh Rajan, Eamon Brennan",,2020,TV-Y,2 Seasons,TV Show,"March 21, 2020"
s547,Barbie Life in the Dreamhouse,Join blond icon Barbie and her fabulous friends as their behind-the-scenes adventures are revealed in this animated Web series.,,"Kids' TV, TV Comedies","Kate Higgins, Sean Hankinson, Haviland Stillwell, Paula Rhodes, Charlie Bodin, Laura Gerow, Katie Crown, Nakia Burrise, Tara Sands, Ashlyn Selich","United States, Canada",2012,TV-Y,1 Season,TV Show,
s548,Barbie Princess Adventure,"Through music and magic, Barbie learns what it's like to be a modern princess when she trades places with a royal lookalike.",Conrad Helten,"Children & Family Movies, Music & Musicals","America Young, Erica Lindbeck, Ritesh Rajan, Dave Fennoy, Stephanie Sheh, Cristina Milizia, Desirae Whitfield, Emma Galvin, Angelo Restaino, Eamon Brennan, Ogie Banks",Netherlands,2020,TV-Y,72 min,Movie,"September 1, 2020"
s549,Barbra: The Music ... The Mem'ries ... The Magic!,"Iconic songstress Barbra Streisand culminates her 13-city tour in Miami with dazzling ballads, Broadway standards and stories from behind the scenes.","Barbra Streisand, Jim Gable",Music & Musicals,Barbra Streisand,United States,2017,TV-14,109 min,Movie,"November 22, 2017"
s550,Barça Dreams,Explore the history and philosophies behind one of the world's most beloved – and successful – soccer franchises: FC Barcelona.,Jordi Llompart,"Documentaries, International Movies, Sports Movies","Johan Cruyff, Andrés Iniesta, Gary Lineker, Xavi Hernández, Lionel Messi, Pau Gasol",Spain,2015,TV-MA,122 min,Movie,"September 1, 2018"
s551,Barcelona: A Love Untold,"While pursuing a degree in Spain, an architecture student struggling with grief meets a fellow expatriate trying to flee a difficult family life.",Olivia M. Lamasan,"Dramas, International Movies, Romantic Movies","Kathryn Bernardo, Daniel Padilla, Joshua Garcia, Aiko Melendez, Joey Marquez, Ricky Davao, Maria Isabel Lopez, Ana Capri, Cris Villanueva",Philippines,2016,TV-14,132 min,Movie,"March 14, 2019"
s552,Bard of Blood,"Years after a disastrous job in Balochistan, a former Indian spy must confront his past when he returns to lead an unsanctioned hostage-rescue mission.",,"International TV Shows, TV Action & Adventure, TV Dramas","Emraan Hashmi, Viineet Kumar, Sobhita Dhulipala, Jaideep Ahlawat, Kirti Kulhari, Sohum Shah, Rajit Kapoor, Danish Hussain",India,2019,TV-MA,1 Season,TV Show,
s553,Bareilly Ki Barfi,"When she falls in love with the author of a novel she adores, bohemian Bitti enlists the help of a local printer to find her new object of affection.",Ashwiny Iyer Tiwari,"Comedies, Dramas, International Movies","Ayushmann Khurrana, Kriti Sanon, Rajkummar Rao, Pankaj Tripathi, Seema Pahwa, Rohit Chaudhury, Swati Semwal",India,2017,TV-14,110 min,Movie,"August 21, 2018"
s554,Barfi!,"Years after rejecting Barfii, a hearing and speech impaired young man, for a more ""appropriate"" suitor, Shruti finds herself falling for him.",Anurag Basu,"Comedies, Dramas, International Movies","Ranbir Kapoor, Priyanka Chopra, Ileana D'Cruz, Saurabh Shukla, Ashish Vidyarthi, Rupa Ganguly, Bholaraj Sapkota, Jishu Sengupta, Haradhan Bannerjee",India,2012,TV-14,144 min,Movie,"November 1, 2018"
s555,Barney and Friends,"Barney the purple dinosaur, Baby Bop and B.J. are still bringing smiles to kids' faces with their nonstop adventures, stories, games and guests.",,Kids' TV,"Bob West, Julie Johnson, David Joyner, Jeff Ayers, Dean Wendt, Carey Stinson, Patty Wirtz, Emilio Mazur",,2010,TV-Y,2 Seasons,TV Show,"May 1, 2021"
s556,Barry,"A young Barack Obama forges his identity while dealing with race, divergent cultures and ordinary life as a New York City college student.",Vikram Gandhi,Dramas,"Devon Terrell, Anya Taylor-Joy, Jason Mitchell, Ashley Judd, Jenna Elfman, Ellar Coltrane, Avi Nash, Linus Roache, John Benjamin Hickey",United States,2016,TV-MA,105 min,Movie,"December 16, 2016"
s557,Basketball or Nothing,Follow the Chinle High basketball team in Arizona's Navajo Nation on a quest to win a state championship and bring pride to their isolated community.,,"Docuseries, Reality TV",,United States,2019,TV-PG,1 Season,TV Show,
s558,Bathinda Express,An ambitious young athlete endeavors to revive his floundering running career after falling prey to negative influences.,Deep Joshi,"Dramas, International Movies, Sports Movies","Deep Joshi, Jasmine Kaur, Mohit Bhaskar, Vijay S. Kumar, Prince Kanwaljit Singh, Tarlochan Singh, Harsh Sethi",India,2016,TV-14,118 min,Movie,"October 1, 2018"
s559,Batman: The Killing Joke,The Joker makes life hell for the Gordon family in a monstrous attempt to prove to Batman that one bad day can drive a good man to madness.,Sam Liu,Action & Adventure,"Kevin Conroy, Mark Hamill, Tara Strong, Ray Wise, John DiMaggio, Robin Atkin Downes, Brian George, JP Karliak, Andrew Kishino, Nolan North",United States,2016,R,77 min,Movie,"October 15, 2020"
s560,Battle,"After Amalie's dad goes bankrupt, the young dancer's affluent life collapses. But she finds a new beat to follow after meeting hip-hop dancer Mikael.",Katarina Launing,"Dramas, International Movies, Romantic Movies","Lisa Teige, Fabian Svegaard Tapia, Vebjørn Enger, Charlott Madeleine Utzig, Stig R. Amdam, Karen-Lise Mynster","Norway, Denmark, Netherlands, Sweden",2018,TV-MA,98 min,Movie,"December 1, 2018"
s561,Battle Drone,"A team of mercenaries working with the CIA accepts an off-the-books mission in Chernobyl, where deadly human-controlled droids prepare an ambush.",Mitch Gould,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy","Louis Mandylor, Daniel Southworth, Richard Alan Reid, Oleg Taktarov, Natassia Malthe, Jason Earles, Dominique Swain, Michael Paré",United States,2018,TV-MA,94 min,Movie,"March 1, 2018"
s562,Battle: Los Angeles,"Led by their skillful staff sergeant, a platoon of gutsy Marines fights to protect all humankind from astonishingly powerful aliens.",Jonathan Liebesman,"Action & Adventure, Sci-Fi & Fantasy","Aaron Eckhart, Michelle Rodriguez, Ramon Rodriguez, Bridget Moynahan, Ne-Yo, Michael Peña, Lucas Till, Cory Hardrict, Adetokumboh M'Cormack, Jim Parrack",United States,2011,PG-13,116 min,Movie,"April 27, 2021"
s563,Battlefield Earth,"In the year 3000, an alien race known as the Psychlos devastate planet Earth and force the surviving human population into slavery.",Roger Christian,"Action & Adventure, Cult Movies, Sci-Fi & Fantasy","John Travolta, Barry Pepper, Forest Whitaker, Kim Coates, Sabine Karsenti, Richard Tyson, Kelly Preston, Michael MacRae, Shaun Austin-Olsen, Tim Post, Michael Byrne",United States,2000,PG-13,118 min,Movie,"June 2, 2021"
s564,Battlefish,"Over the course of a fishing season, tough men and women pursue lucrative albacore tuna in the competitive waters off the Oregon coast.",,"Reality TV, Science & Nature TV, TV Action & Adventure",,,2018,TV-MA,1 Season,TV Show,
s565,Baxu and the Giants,A young girl grows increasingly concerned about the rhino poaching in her village when it begins to directly impact her impoverished family.,Florian Schott,"Dramas, International Movies","Camilla Jo-Ann Daries, Wafeeq Narimab, Anna Louw, Steven Afrikaner, Ashwyn Mberi, Robert Hara Gaeb",Namibia,2019,TV-PG,29 min,Movie,"September 30, 2020"
s566,Bayonet,"Alone in Finland, a retired Mexican boxer lives in desolation under the weight of an agonizing past, until he gets a shot at redemption in the ring.",Kyzza Terrazas,"Dramas, International Movies, Sports Movies","Luis Gerardo Méndez, Brontis Jodorowsky, Joonas Saartamo, Laura Birn, Ilkka Koivula, Ville Virtanen, Raúl Villegas, Miriam Balderas, Ximena Guzmán","Mexico, Finland",2019,TV-MA,102 min,Movie,"March 29, 2019"
s567,Bbuddah Hoga Terra Baap,"A cooly confident aging hit man returns from exile in Paris to his old city, Mumbai, to revisit his past and perform one last job.",Puri Jagannadh,"Action & Adventure, Comedies, Dramas","Amitabh Bachchan, Hema Malini, Raveena Tandon, Sonu Sood, Sonal Chauhan, Charmy Kaur, Prakash Raj, Makrand Deshpande, Subbaraju, Shawar Ali, Rajeev Verma",India,2011,TV-14,116 min,Movie,"July 5, 2020"
s568,Be with Me,"They were the boy band to beat until fame tore them apart. Ten years later, five friends and an ex-love reunite and find themselves closer than ever.",,"International TV Shows, Romantic TV Shows, TV Dramas","Jason Tsou, Queen Wei, River Huang, Fabien Yang, Tang Chen-Kang, Figaro Tseng",Taiwan,2015,TV-PG,1 Season,TV Show,
s569,Be with You,"After reconnecting with their girlhood crushes, two sisters find their lives turned upside down by surprising revelations and romantic intrigue.",,"International TV Shows, Romantic TV Shows, TV Dramas","Bobby Dou, Peijia Huang, Nylon Chen, Vivi Lee, Edison Wang, Serena Fang",Taiwan,2015,TV-14,1 Season,TV Show,
s570,BEASTARS,"In a world where beasts of all kinds coexist, a gentle wolf awakens to his own predatory urges as his school deals with a murder within its midst.",,"Anime Series, International TV Shows","Chikahiro Kobayashi, Sayaka Senbongi, Yuki Ono, Atsumi Tanezaki, Junya Enoki, Yuma Uchida, Takeo Otsuka, Naoto Kobayashi, Yoshiyuki Shimozuma, Nobuhiko Okamoto, Fukushi Ochiai, Takaaki Torashima, Sayumi Watabe, Genki Muro, Yuichi Iguchi, Yuko Hara, Ikuto Kanemasa, Ouchi Akane, Hibiku Yamamura, Sakura Ando, Akio Otsuka, Mitsuaki Hoshino, Kenyu Horiuchi",Japan,2021,TV-MA,2 Seasons,TV Show,"July 15, 2021"
s571,Beasts of No Nation,"When civil war tears his family apart, a young West African boy is forced to join a unit of mercenary fighters and transform into a child soldier.",Cary Joji Fukunaga,"Dramas, Independent Movies","Idris Elba, Abraham Attah, Kurt Egyiawan, Jude Akuwudike, Emmanuel ""King Kong"" Nii Adom Quaye, Ama K. Abebrese, Kobina Amissah Sam, Francis Weddey, Richard Pepple",United States,2015,TV-MA,137 min,Movie,"October 16, 2015"
s572,Beat Bugs,"With songs made famous by the Beatles, five friendly bugs learn big lessons about the world around them – all from the safety of their own backyard.",,Kids' TV,"Ashleigh Ball, Lili Beaudoin, Charles Demers, Rebecca Husain, Erin Mathews","Australia, Canada",2018,TV-Y,3 Seasons,TV Show,"July 21, 2019"
s573,Beat Bugs: All Together Now,"After winning a local talent show, the Beat Bugs journey to compete on ""The Bug Factor,"" a televised singing contest held in faraway Rocket Ship Park.",Josh Wakely,"Children & Family Movies, Music & Musicals","Ashleigh Ball, Lili Beaudoin, Charles Demers, Rebecca Husain, Erin Mathews","Australia, Canada",2017,TV-Y,51 min,Movie,"November 21, 2017"
s574,Beats,"On Chicago's South Side, hip-hop prodigy August Monroe navigates crippling anxiety and new creative frontiers with the help of an unlikely mentor.",Chris Robinson,"Dramas, Independent Movies, Music & Musicals","Khalil Everage, Anthony Anderson, Uzo Aduba, Emayatzy Corinealdi, Paul Walter Hauser, Dave East, Seandrea Sledge, Ashley Jackson, Megan Sousa",United States,2019,TV-MA,110 min,Movie,"June 19, 2019"
s575,Beauties of the Night,"Back in the days of disco, Mexico had its own stars of the night. This documentary casts new light on former queens of the Mexican burlesque scene.",María Jose Cuevas,"Documentaries, International Movies","Olga Breeskin, Lyn May, Rossy Mendoza, Wanda Seux, Princesa Yamal",Mexico,2016,TV-MA,92 min,Movie,"November 25, 2016"
s576,Beauty & the Beast,A homicide detective and a veteran who has been turned into a beast by a military experiment gone awry become allies after they meet by chance.,,"Crime TV Shows, Romantic TV Shows, TV Dramas","Kristin Kreuk, Jay Ryan, Max Brown, Austin Basis, Nina Lisandrello, Brian White, Sendhil Ramamurthy",Canada,2016,TV-14,4 Seasons,TV Show,"September 19, 2016"
s577,Beauty and the Bestie,"Finding himself in a desperate situation, undercover agent Emman asks his former best friend, Erika, to join him on a dangerous mission.",Wenn V. Deramas,"Action & Adventure, Comedies, International Movies","Vice Ganda, Coco Martin, James Reid, Nadine Lustre, Karla Estrada, Ryan Bang, Badjie Mortiz, Alonzo Muhlach, Marco Masa, Lassy Marquez, MC Calaquian",Philippines,2015,TV-14,119 min,Movie,"February 27, 2019"
s578,Bebe's Kids,"When ladies' man Robin meets Jamika, he falls head over heels, but she greets him with four surprises: her son and her girlfriend Bebe's three kids.",Bruce W. Smith,Comedies,"Faizon Love, Vanessa Bell Calloway, Wayne Collins, Jonell Green, Marques Houston, Tone-Loc, Myra J., Nell Carter","United States, United Kingdom, Canada, Taiwan",1992,PG-13,73 min,Movie,"June 2, 2021"
s579,Because This Is My First Life,"Two housemates get married for financial convenience, but discover nothing is simple when it comes to demanding in-laws, or facing their growing bond.",,"International TV Shows, Korean TV Shows, Romantic TV Shows","Lee Min-ki, Jung So-min, Esom, Kim Ga-eun, Park Byung-eun, Kim Min-seok, Moon Hee-kyung, Kim Byung-ok, Kim Sun-young",South Korea,2017,TV-14,1 Season,TV Show,
s580,Becoming,"Join former first lady Michelle Obama in an intimate documentary looking at her life, hopes and connection with others as she tours with ""Becoming.""",Nadia Hallgren,Documentaries,Michelle Obama,United States,2020,PG,89 min,Movie,"May 6, 2020"
s581,Becoming Champions,This series looks at the stories behind the athletes and countries that have achieved World Cup champion status.,,"Docuseries, International TV Shows",,Mexico,2018,TV-G,1 Season,TV Show,
s582,Bee Movie,"Barry, a worker bee stuck in a dead-end job making honey, sues humans when he learns they've been stealing bees' nectar all along.","Steve Hickner, Simon J. Smith","Children & Family Movies, Comedies","Jerry Seinfeld, Renée Zellweger, Matthew Broderick, Patrick Warburton, John Goodman, Chris Rock, Kathy Bates, Barry Levinson, Larry King, Ray Liotta",United States,2007,PG,92 min,Movie,"January 1, 2017"
s583,Been So Long,A single mother in London's Camden Town hears music when she meets a handsome stranger with a past. But she's not sure she's ready to open her heart.,Tinge Krishnan,"Dramas, International Movies, Music & Musicals","Michaela Coel, Arinzé Kene, George MacKay, Ashley Thomas, Joe Dempsie, Ronke Adekoluejo, Luke Norris, Mya Lewis",,2018,TV-MA,100 min,Movie,"October 26, 2018"
s584,Before 30,"Four female friends in the fast-paced city of Lagos, Nigeria endure public and private pressures to walk down the aisle by the age of 30.",BB Sasore,"International TV Shows, Romantic TV Shows, TV Comedies","Damilola Adegbite, O.C. Ukeje, Beverly Naya, Meg Otanwa, Anee Icha, Patrick Diabuah, Tunbosun Aiyedehin, Patrick Doyle",Nigeria,2015,TV-MA,1 Season,TV Show,
s585,Before I Fall,"Forced to continually relive the day she dies in a car crash, a privileged high schooler must unravel the cosmic mystery of her suddenly looping life.",Ry Russo-Young,"Dramas, Romantic Movies","Zoey Deutch, Halston Sage, Erica Tremblay, Logan Miller, Cynthy Wu, Kian Lawley, Jennifer Beals, Medalion Rahimi, Diego Boneta, Elena Kampouris, Liv Hewson, G. Hannelius, Nicholas Lea, Claire Margaret Corlett, Roan Curtis",United States,2017,PG-13,98 min,Movie,"June 8, 2020"
s586,Before I Wake,"Still mourning the death of their son, Mark and Jessie welcome foster child Cody into their lives. Soon they discover he has a strange ability.",Mike Flanagan,"Horror Movies, Thrillers","Kate Bosworth, Thomas Jane, Jacob Tremblay, Annabeth Gish, Dash Mihok, Jay Karnes, Lance E. Nichols",United States,2016,PG-13,97 min,Movie,"January 5, 2018"
s587,Before the Summer Crowds,"Ahead of summer break, a couple heads to a seaside resort where intimate interactions with other villagers make for anything but a peaceful holiday.",Mohamed Khan,"Dramas, International Movies","Maged El Kedwany, Hana Shiha, Ahmed Dawood, Lana Mushtak, Hany El Metennawy",Egypt,2016,TV-14,86 min,Movie,"June 5, 2020"
s588,Behind Enemy Lines,"After dire setbacks in 1940, Winston Churchill commissions a new kind of fighting force: commandos trained to use stealth and audacious tactics.",,"British TV Shows, Docuseries",,United States,2001,TV-14,1 Season,TV Show,
s589,Behind Her Eyes,A single mother enters a world of twisted mind games when she begins an affair with her psychiatrist boss while secretly befriending his mysterious wife.,,"British TV Shows, International TV Shows, TV Dramas","Simona Brown, Eve Hewson, Tom Bateman, Robert Aramayo, Tyler Howitt, Georgie Glen",United Kingdom,2021,TV-MA,1 Season,TV Show,
s590,Behind the Curve,"Meet the growing, worldwide community of theorists who defend the belief that the Earth is flat while living in a society who vehemently rejects it.",Daniel J. Clark,Documentaries,,United States,2018,TV-14,96 min,Movie,"February 15, 2019"
s591,Being Elmo: A Puppeteer's Journey,"Whoopi Goldberg narrates Elmo creator Kevin Clash's remarkable journey from a working-class Baltimore neighborhood to Jim Henson's ""Sesame Street.""",Constance Marks,Documentaries,"Kevin Clash, Whoopi Goldberg",United States,2011,PG,76 min,Movie,"February 21, 2012"
s592,Being Mrs Elliot,"When a scorned wife from the city shares a cab with a troubled villager, a fiery accident forces them to live out each other's lives.",Omoni Oboli,"Dramas, International Movies, Romantic Movies","Omoni Oboli, Majid Michel, Ayo Makun, Uru Eke, Ime Bishop Umoh, Lepacious Bose, Seun Akindele, Sylvia Oluchy, Chika Chukwu",Nigeria,2014,TV-14,113 min,Movie,"December 20, 2019"
s593,Being Napoleon,"On the 200th anniversary of the Battle of Waterloo, thousands of enthusiasts reenact the epic clash. But there can only be one Napoleon.","Jesse Handsher, Olivier Roland",Documentaries,"Mark Schneider, Frank Samson",United States,2018,TV-MA,88 min,Movie,"August 1, 2018"
s594,Beirut Oh Beirut,"In the aftermath of the 1967 Arab-Israeli War, four young Lebanese navigate their existence along rapidly transforming political lines.",Maroun Baghdadi,"Classic Movies, Dramas, International Movies","Ezzat El Alaily, Mireille Maalouf, Joseph Bou Nassar, Elie Adabachi, Philippe Akiki, Ahmed Al Zein",Lebanon,1975,TV-14,106 min,Movie,"October 19, 2020"
s595,Belgica,"Two brothers become partners in a modest nightclub and turn it into the hottest spot in town, but their exhilarating run of success comes at a price.","Felix Van Groeningen, Felix van Groeningen","Dramas, International Movies","Stef Aerts, Tom Vermeir, Charlotte Vandermeersch, Hélène Devos, Boris Van Severen, Sara De Bosschere, Dominique Van Malder, Sam Louwyck, Stefaan De Winter, Silvanus Saow","Belgium, France, Netherlands",2016,TV-MA,127 min,Movie,"April 15, 2016"
s596,Belief: The Possession of Janet Moses,"This documentary tries to reconstruct, through a series of interviews, a family's misguided attempt to heal a woman's pain through exorcism.",David Stubbs,"Documentaries, International Movies","Kura Forrester, William Davis, Tina Cook, Hariata Moriarty",New Zealand,2015,TV-MA,90 min,Movie,"October 15, 2017"
s597,Bella and the Bulldogs,"The life of cheerleader Bella Dawson turns upside down when, in a twist of fate, she becomes quarterback for her middle school's football team.",,"Kids' TV, TV Comedies","Brec Bassinger, Coy Stewart, Jackie Radinsky, Buddy Handleson, Lilimar, Haley Tju, Dorien Wilson, Rio Mangini, Annie Tedesco",United States,2015,TV-G,1 Season,TV Show,
s598,Belmonte,An artist muddles through a midlife crisis while trying to balance his dimming career with a yearning to be a better father.,Federico Veiroj,"Dramas, Independent Movies, International Movies","Gonzalo Delgado, Olivia Molinaro Eijo, Jeannette Sauksteliskis, Tomás Wahrmann, María Noel Gutiérrez, Marcelo Fernández Borsari, Alejandro Castiglioni, Cecilia Caballero Jeske, Martín Reyes, Carolina Penadés","Uruguay, Spain, Mexico",2018,TV-MA,74 min,Movie,"June 7, 2019"
s599,Below Zero,"When a prisoner transfer van is attacked, the cop in charge must fight those inside and outside while dealing with a silent foe: the icy temperatures.",Lluís Quílez,"Action & Adventure, International Movies","Javier Gutiérrez, Karra Elejalde, Luis Callejo, Andrés Gertrúdix, Isak Ferriz, Édgar Vittorino, Miquel Gelabert, Florin Opritescu, Àlex Monner, Patrick Criado",Spain,2021,TV-MA,107 min,Movie,"January 29, 2021"
s600,Ben & Holly's Little Kingdom,"In the magical Little Kingdom, friends Ben Elf and fairy princess Holly have fun adventures as they learn about teamwork, sharing and problem-solving.",,Kids' TV,"Preston Nyman, Sian Taylor, Ian Puleston-Davies, Sara Crowe, Sarah Ann Kennedy, Judy Flynn, John Sparkes, David Graham",United Kingdom,2019,TV-Y,2 Seasons,TV Show,"June 2, 2021"
s601,Ben Platt Live from Radio City Music Hall,"Backed by a full band and a ready wit, actor Ben Platt opens up a very personal songbook onstage —numbers from his debut LP, ""Sing to Me Instead.”","Alex Timbers, Sam Wrench",Music & Musicals,Ben Platt,United States,2020,TV-PG,85 min,Movie,"May 20, 2020"
s602,Benchwarmers 2: Breaking Balls,A rookie lawyer with an emasculating past in baseball can break into the legal world only if he manages a law firm's ragtag company softball team.,Jon Rosenbaum,"Comedies, Sports Movies","Chris Klein, Jon Lovitz, Chelsey Reist, Lochlyn Munro, Liam Hughes, Jill Morrison, Zak Santiago, Garfield Wilson, Jonathan Silverman",United States,2019,PG-13,90 min,Movie,"December 31, 2019"
s603,Bending the Arc,This documentary follows a group of ambitious advocates whose mission to save lives in Haiti turns into a global fight for health care and justice.,"Kief Davidson, Pedro Kos",Documentaries,,United States,2017,TV-MA,102 min,Movie,"October 22, 2020"
s604,Benji,A determined dog comes to the rescue and helps heal a broken family when a young boy and his sister stumble into some serious danger.,Brandon Camp,"Children & Family Movies, Dramas","Gabriel Bateman, Darby Camp, Kiele Sanchez, Jerod Haynes, Gralen Bryant Banks, Angus Sampson, Will Rothhaar, Jim Gleason, Brady Permenter","United Arab Emirates, United States",2018,TV-PG,87 min,Movie,"March 16, 2018"
s605,Bennett's War,A medically discharged soldier attempts an improbable return to motorcycle racing to win enough prize money to save his father's farm.,Alex Ranarivelo,"Dramas, Sports Movies","Michael Roark, Trace Adkins, Ali Afshar, Allison Paige, Tony Panterra, Brando Eaton, Hunter Clowdus, Michael King",United States,2019,PG-13,94 min,Movie,"May 2, 2020"
s606,Berlin Calling,"DJ Ickarus is at the top of his game, dazzling fans and touring the world – until he gets locked in the loony bin after taking a few too many drugs.",Hannes Stöhr,"Dramas, International Movies, Music & Musicals","Paul Kalkbrenner, Rita Lengyel, Corinna Harfouch, Araba Walton, Peter Schneider, Rolf Peter Kahl, Henriette Müller, Udo Kroschwald, Megan Gay, Max Mauff",Germany,2008,TV-MA,105 min,Movie,"January 15, 2017"
s607,Berlin Syndrome,What starts as a passionate one-night stand quickly turns sinister when Clare learns she's locked inside Andi's apartment with no way out.,Cate Shortland,"International Movies, Thrillers","Matthias Habich, Max Riemelt, Teresa Palmer, Lucie Aron, Emma Bading",Australia,2017,R,116 min,Movie,"August 25, 2017"
s608,"Berlin, Berlin: Lolle on the Run","In this cinematic sequel to the hit TV series, Lolle has moved on from Sven and is about to marry her friend Hart – until Sven disrupts her plans.",Franziska Meyer Price,"Comedies, International Movies","Felicitas Woll, Janina Uhse, Jan Sosniok, Matthias Klimsa, Sandra Borgmann, Kai Lentrodt, Armin Rohde, Gitta Schweighöfer, Kailas Mahadevan",Germany,2020,TV-MA,82 min,Movie,"August 7, 2020"
s609,Berserk: The Golden Age Arc I - The Egg of the King,"Loner Guts is recruited by Griffith and his band of mercenaries, but their ensuing success as a full-fledged army could lead to a horrible fate.",Toshiyuki Kubooka,"Action & Adventure, Anime Features, International Movies","Hiroaki Iwanaga, Takahiro Sakurai, Toa Yukinari, Yuki Kaji, Minako Kotobuki, Takahiro Fujiwara, Yoshiro Matsumoto, Kazuki Yao, Aki Toyosaki, Rikiya Koyama, Kenta Miyake",Japan,2012,TV-MA,77 min,Movie,"October 15, 2016"
